name,abbr,mapped_abbr
univ sheffield,usheffield,reino unido
univ sheffield,us,reino unido
univ sao paulo instde rech transporte et securite,eescusp inrets,franca
univ saint andrews,sa,reino unido
univ rochester,ur,estados unidos
univ robert schuman rec resolucao 167 2002 ufrgs mec,urs,luxemburgo
univ politecnica de madrid,upm,espanha
univ pierre mendes france,upmf,franca
univ pierre et marie currie,paris xi,franca
univ pierre et marie curie,univ,franca
univ paul sabatier,sabatier,franca
univde minnesota,um,estados unidos
univcomplutense de madrid,ucm,espanha
univcersidad de buenos aires,ub,argentina
univcalifornia los angeles,ucla,estados unidos
univcalifornia at berkeley,ucb,estados unidos
univcalifornia,univcalifornia,estados unidos
univarsidade tecnica de hamburgo,tuhh,alemanha
univamsterdam,amsterdam,holanda
univ yale,invalid,estados unidos
univ wisconsin,uw,estados unidos
univ wisconsin,uv,estados unidos
univ waterloo,uw,canada
univ washington,uw,estados unidos
univ waseda,waseda,japao
univ utrecht,invalid,holanda
univ toulouse ii le mirail,le mirail,franca
univeridade do tennessee,ut,estados unidos
univeridade de aixmarseille,uam,franca
univerdidade de valencia,uv,espanha
univerdidad de cordoba,uco,espanha
univerdidad de buenos aires,uba,argentina
univerdidad complutense de madrid,ucm,espanha
univerdade de montpellier,um,franca
univerdade da california,u california,estados unidos
univerdad castilla la mancha,uclm,espanha
univercidade de cadiz,cadiz,espanha
univer poli madrid,upm,espanha
univer freiburg i br,uf i br,alemanha
univer estatal de iowa,ui,estados unidos
univer de michigan,um,estados unidos
univerity of california,ucla,estados unidos
univeritat politecnica de catalunya,upc,espanha
univeristy of wisconsin,uw,estados unidos
univeristy of nottinhgam,iessg,reino unido
univeristy of kent at caterbury,canterbury,reino unido
univerisity of liverpool,uliverpool,reino unido
univerisity of lancaster,ul,reino unido
univerisity of guelph,ufg,canada
univerisity of arizona,uofa,estados unidos
univerisdade de porto,up,portugal
univerisdade de paris 8,paris 8,franca
univerisdade de buenos aires,uba,argentina
univerisdade complutense,uc,espanha
univerisadade da florida,uf,estados unidos
universdade de paris xi orsay,up,franca
universdade de dundee,ud,escocia
univers santa maria,usm,chile
univers pierre mendes france des sciences sociales grenoble,ug,franca
univers pierre mendes france des sciences sociales grenoble,invalid,franca
univers paul valerymontpellier 3,univers pv,franca
univers paris xi,up,franca
univers paris iii sourbonne nouvelle,invalid,franca
univers paris iii sorbonne nouvelle,invalid,franca
univers of washington,uw,estados unidos
univers of texas at austin,uta,estados unidos
univers estatal de kiev taras chevchenko,uektc,ucrania
univers de paris,up,franca
univers de les illes balears,ulib,espanha
univerity of reading,ur,reino unido
universidad andina simon bolivar,uasb,equador
universidad alicante,ua,espanha
universidad alcala de henares,uah,espanha
universida nova de lisboa,invalid,portugal
universida de de paris vii,univparis vii,franca
universid del museo social argentino,umsa,argentina
universid complutense,unic,espanha
universiat konstanz,uk,alemanha
universiat basel,us,suica
universiade de birmingham,ub,reino unido
universia degli studi di roma,uniroma,italia
universetia degli studi,uds,italia
universidad autonoma del estado de mexico,uaem,mexico
universidad autonoma de zacatecas,uaz,mexico
universidad autonoma de nuevo leon,uanl,mexico
universidad autonoma de mexico,unam,mexico
universidad autonoma de madrid,unam,mexico
universidad autonoma de madrid,uma,espanha
universidad autonoma de madrid,uccuam madrid,espanha
universidad autonoma de madri,uau,espanha
universidad autonoma de barcelona uab,uab,espanha
universidad autonoma de asuncion,uaa,paraguai
universidad autonoma de asuncion,invalid,paraguai
universidad autonoma chapingo,universidad,mexico
universidad autonoma chapingo,uach,mexico
universidad austral de chile,uach,chile
universidad catolica del uruguay,ucu,uruguai
universidad catolica del norte,ucn,chile
universidad catolica de valencia san vicente martir,ucv,espanha
universidad catolica de cordoba,invalid,argentina
universidad catolica argentina,uca,argentina
universidad carlos iii de madrid leganes,uc3m,espanha
universidad carlos iii de madrid getafe,uc3m,espanha
universidad carlos iii de madrid,uc3m,espanha
universidad carlos iii,uciii,espanha
universidad carlos iii,uc3,espanha
universidad carlos iii,carlos iii,espanha
universidad buenos aires,uba,argentina
universidad barcelona,ub,espanha
universidad autonoma metropolotana azcapotzalco,uam,mexico
universidad autonoma metropolitana unidad xochimilco mexico,uam,mexico
universidad autonoma metropolitana,uam,mexico
universidad complutense de madrid,ucm madrid,espanha
universidad complutense de madrid,ucm espanha,espanha
universidad complutense de madrid,ucm esp,espanha
universidad complutense de madrid,uc3m,espanha
universidad complutense de madrid,complutrense,espanha
universidad complutense de madri,ucm,espanha
universidad complutense de madir,ucm,espanha
universidad complutense,unic,espanha
universidad complutence de madrid,ucm,espanha
universidad ceu san pablo,ceuusp,espanha
universidad central marta abreu de las villas,uclv,cuba
universidad central de venezuela,ucv,venezuela
universidad central de madrid,compluteuse,espanha
universidad central de las villas,uclv,cuba
universidad central de las villas,invalid,cuba
universidad cooperativa de colombia,ucc,colombia
universidad computense de madrid,ucm,espanha
universidad computense de madri,ucm,espanha
universidad complutense madrid revalidado pela usp,ucm,espanha
universidad complutense madrid,ucm,espanha
universidad complutense madrid,uc,espanha
universidad complutense espanha,uciii,espanha
universidad complutense de madrid ucm,ucm,espanha
universidad complutense de madrid revalidado ufsc08 2001,ucm,espanha
universidad complutense de madrid revalidacao unicamp,ucm,espanha
universidad complutense de madrid facultad de educacion,ucm,espanha
universidad complutense de madrid facultad de ciencias politicas y sociologia,invalid,espanha
universidad complutense de madrid,usm,espanha
universidad complutense de madrid,unicomad,espanha
universidad complutense de madrid,unicm,espanha
universidad complutense de madrid,um,espanha
universidad de belgrano,ub,argentina
universidad de barcelona ub espanha,ube,espanha
universidad de barcelona ub,ub,espanha
universidad de barcelona e centro sup invest,csic,espanha
universidad de barcelona,uba,espanha
universidad de barcelona,ub,espanha/mexico
universidad de artes y ciencias sociales,arcis,chile
universidad de antioquia,udea,colombia
universidad de almeria,ual,espanha
universidad de almeria,ua,espanha
universidad de alicante,ua,espanha
universidad de alcala de henares,uah,espanha
universidad de alcala,uah,espanha
universidad de alcala,ua,espanha
universidad de aix en provence marsella,uap,franca
universidad da coruna,uc,espanha
universidad de cantabria,uc,espanha
universidad de camaguey ignacio agramonte loynaz,uc,cuba
universidad de cadiz uca,uca,espanha
universidad de cadiz,uca,espanha
universidad de burgos,ubu,espanha
universidad de burgos,ub,espanha
universidad de buenos aires facultad de filosofia y letras instituto de ciencias antropologicas,uba filo uca,argentina
universidad de buenos aires facultad de filosofia y letras instituto de ciencias antropologicas,uba filo ica,argentina
universidad de buenos aires facultad de ciencias exactas y naturales,invalid,argentina
universidad de buenos aires faculdade de odontologia,uba,argentina
universidad de buenos aires,ubs,argentina
universidad de buenos aires,uba,argentina
universidad de buenos aires,ub,argentina
universidad de buenos aires,fcen,argentina
universidad de brunel,brunel,espanha
universidad de bergen,ub,noruega
universidad de concepcion,udec,chile
universidad de concepcion,uc,chile/uruguai
universidad de ciencias pedagogicas frank pais garcia,ucp,cuba
universidad de ciencias medicas de santiago de cuba,unimed,cuba
universidad de ciencias medicas de santiago de cuba,ucm,cuba
universidad de chile,uchile,chile
universidad de chile,uch,chile
universidad de chile,uc,chile
universidad de castillala mancha toledo,uclm,espanha
universidad de castillala mancha cuenca,uclm,espanha
universidad de castillala mancha albacete,uclm,espanha
universidad de castillala mancha,uclm,espanha
universidad de castilla la mancha,uclm,espanha
universidad de carabobo facultad de ciencias economicas y sociales naguanagua,uc,venezuela
universidad de carabobo,uc,venezuela
universidad de cantabria uc,uc,espanha
universidad de deusto bilbao,invalid,espanha
universidad de deusto bilbao,deusto,espanha
universidad de deusto,udeusto,espanha
universidad de deusto,udesuto,espanha
universidad de deusto,ud,espanha
universidad de deusto,invalid,espanha
universidad de deusto,este,espanha
universidad de deusto,deusto,espanha
universidad de cuyo,cuyo,argentina
universidad de cordoba espana,uco,espanha
universidad de cordoba,ucoes,espanha
universidad de cordoba,uco es,espanha
universidad de cordoba,uco,espanha
universidad de cordoba,uc,espanha
universidad de cordoba,invalid,espanha
universidad de cordoba,famafumc,argentina
universidad de jaen,uja,espanha
universidad de huelva,uhu,espanha
universidad de holguin,uho,cuba
