name,abbr,mapped_abbr
faculdade de medicina de sao paulo,usp,usp rp
faculdade de medicina de sao paulo usp,fmusp,usp rp
faculdade de medicina de ribeirao preto fmrpusp,uspfmrp,usp rp
faculdade de medicina de ribeirao preto sp,fmrp,usp rp
faculdade de medicina de ribeirao preto sp,usp,usp rp
faculdade de medicina de ribeirao preto univ de sao paulo,fmrp usp,usp rp
faculdade de medicina da univ de sao paulo,fmusp,usp
faculdade de medicina da usp,fm usp,usp
faculdade de medicina da usp,fmusp,usp
faculdade de medicina da usp,usp,usp
faculdade de medicina da usp de ribeirao preto fmrp usp,fmrpusp,usp rp
faculdade de medicina da usp ribeirao preto,usprp,usp rp
faculdade de medicina de barbacena,fame,fame
faculdade de medicina de botucatu,unesp,unesp bot
faculdade de medicina de botucatu unesp,unesp,unesp bot
faculdade de medicina de botucatuunesp,unesp botucatu,unesp bot
faculdade de medicina da unesp botucatusp,fmb,unesp bot
faculdade de medicina da unesp campus de botucatu,unesp,unesp bot
faculdade de medicina da unespbotucatu,unesp,unesp bot
faculdade de medicina da uso,fmusp,usp
faculdade de medicina da univ de sao paulo,usp,usp
faculdade de medicina da universao paulo,fmusp,usp
faculdade de medicina da universidade de minas gerais,ufmg,ufmg
faculdade de medicina da universidade de sao paulo,fm usp,usp
faculdade de medicina da universidade de sao paulo,fmrp,usp
faculdade de medicina da universidade de sao paulo,fmusp,usp
faculdade de medicina da universidade de sao paulo,umusp,usp
faculdade de medicina da universidade de sao paulo,usp,usp
faculdade de medicina da universidade de sao paulo,usp sp,usp
faculdade de medicina da universidade de sao paulo fmusp,fmusp,usp
faculdade de medicina da universidade de sao paulo incor,fm usp incor,usp
faculdade de medicina de ribeirao preto,fmpr usp,usp rp
faculdade de medicina de ribeirao preto da usp,uspfmrp,usp rp
faculdade de medicina de ribeirao preto da usp sp,usp,usp rp
faculdade de medicina de ibeirao preto,usp,usp
faculdade de medicina de itajuba,fmit,afya
faculdade de medicina de rib preto da univ de sao paulo,fmrp usp,usp rp
faculdade de medicina de rib preto da universidade de sao pa,fmrp usp,usp rp
faculdade de medicina de rib preto usp,fmrp usp,usp rp
faculdade de medicina de rib pretousp,fmrpusp,usp rp
faculdade de medicina de ribeira o preto,fmrp,usp rp
faculdade de medicina de ribeira preto usp,usp,usp rp
faculdade de medicina ribpreto,fcf usp,usp rp
faculdade de medicina de ribeirao preto,fmrb,usp rp
faculdade de medicina de ribeirao preto,fmrb usp,usp rp
faculdade de medicina de ribeirao preto,fmrp,usp rp
faculdade de medicina de ribeirao preto,fmrp usp,usp rp
faculdade de medicina de ribeirao preto,fmrpusp,usp rp
faculdade de medicina da universidade de sao paulo rpreto,usp,usp rp
faculdade de medicina da universidade de sp,fmusp,usp
faculdade de medicina da universidade federal da bahia,fmufba,ufba
faculdade de medicina da universidade federal de minas gerai,fmufmg,ufmg
faculdade de medicina da universidade federal de sao paulo,usp,usp
faculdade de medicina da universidadel de sao paulo,fmusp,usp
faculdade de odontologia da usp,usp,usp
faculdade de odontologia da universidade de pernambuco,upe,upe
faculdade de odontologia da universidade de sao paulo,fo usp,usp
faculdade de odontologia da universidade de sao paulo,fousp,usp
faculdade de odontologia da universidade de sao paulo,fousp sp,usp
faculdade de odontologia da universidade de sao paulo,fspusp,usp
faculdade de odontologia da universidade de sao paulo,usp,usp
faculdade de odontologia da universidade de sao paulo,uspfo,usp
faculdade de odontologia da universidade de sao paulousp,fouspsp,usp
faculdade de odontologia da universidade federal do rio de j,forj,ufrj
faculdade de odontologia da universidader de campinas,fop,unicamp pi
faculdade de odontologia da universidades de sao paulo,fousp,usp
faculdade de odontologia da usp,fousp,usp
faculdade de odontologia da unicamp,fop,unicamp pi
faculdade de odontologia da usp,usp sp,usp
faculdade de odontologia de aracatuba,unesp,unesp arac
faculdade de medicinauspribeirao preto,facmed,usp rp
faculdade de medicinauspribeirao preto,fmribpreto,usp rp
faculdade de medicinauspribeirao preto,fmusp,usp rp
faculdade de medicna de ribeirao preto,fmrp,usp rp
faculdade de medicna de ribeirao preto usp,fmrp usp,usp rp
faculdade de medina veterinaria e zootecnia,fmvz,invalid
faculdade de medina veterinaria e zootecnia,unesp fmvz,unesp bot
faculdade de meidicina,usp,usp rp
faculdade de nutricao da unicamp,unicamp,unicamp
faculdade de odontologia de aracatuba unesp,foaunesp,unesp arac
faculdade de odontologia de bauru,fb,usp fob
faculdade de odontologia de bauru,fob,usp fob
faculdade de odontologia de bauru,fob usp,usp fob
faculdade de odontologia de bauru,fobsp,usp fob
faculdade de odontologia de bauru,fobusp,usp fob
faculdade de odontologia de bauru,usp,usp fob
faculdade de odontologia de bauru,usp bauru,usp fob
faculdade de odontologia de bauru,usp fob,usp fob
faculdade de odontologia de aracatuba,unesp arac,unesp arac
faculdade de odontologia de aracatuba,unesp aracatuba,unesp arac
faculdade de odontologia de aracatuba unesp,fmrpusp,unesp arac
faculdade de odontologia de aracatuba unesp,foa unesp,unesp arac
faculdade de odontol ribeirao preto univ sao paulo,forpusp,usp rp
faculdade de odontologia de aracatuba unesp,unesp,unesp arac
faculdade de odontologia de aracatubaunesp,foa,unesp arac
faculdade de odontologia de aracatubaunesp,foar,unesp arac
faculdade de odontologia de aracatubaunesp,foaunesp,unesp arac
faculdade de odontologia de aracatubaunesp,unesparacatuba,unesp arac
faculdade de odontologia de aracatubaunnes,unesp,unesp arac
faculdade de odontologia de araraquara,foarunesp,unesp arar
faculdade de odontologia de araraquara,foaunesp,unesp arar
faculdade de odontologia de araraquara,unesp,unesp arar
faculdade de odontologia de araraquara,unesp araraquar,unesp arar
faculdade de odontologia de araraquara julio mesquita filho,unesp,unesp arar
faculdade de medicina veterinaria e zootecnia de botucatu,unesp,unesp bot
faculdade de medicina usp ribeirao preto,usp,usp rp
faculdade de medicina veterinaria e zootecbia usp,usp,usp
faculdade de medicina veterinaria e zootecnia,fmvz,usp
faculdade de medicina veterinaria e zootecnia,fmvz unesp,unesp bot
faculdade de medicina veterinaria e zootecnia,fmvz usp,usp
faculdade de medicina veterinaria e zootecnia,unesp,unesp bot
faculdade de medicina veterinaria e zootecnia,unespfmvz,unesp bot
faculdade de medicina veterinaria e zootecnia,usp,usp
faculdade de medicina veterinaria e zootecnia,usp fmvz,usp
faculdade de medicina veterinaria e zootecnia botucatu,unesp,unesp bot
faculdade de medicina veterinaria e zootecnia da usp,usp,usp
faculdade de medicina veterinaria e zootecnia da usp,usp fmvz,usp
faculdade de medicina usp ribeirao preto,fmrpusp,usp rp
faculdade de medicina de sao paulo usp,usp,usp
faculdade de medicina de sjrpreto famerp,famerp sjrp,famerp
faculdade de medicina do triangulo mineiro,fmtm,uftm
faculdade de medicina do triangulo mineiro fmtm,fmtm,uftm
faculdade de medicina do triangulo mineiro fmtm,uftm,uftm
faculdade de medicina fmrp usp,fmrpusp,usp rp
faculdade de medicina fundacao abc,fmabc,fmabc
faculdade de medicina rib preto,fm usp,usp rp
faculdade de medicina ribeirao preto,fmrp,usp rp
faculdade de medicina ribeirao preto,fmrp usp,usp rp
faculdade de medicina veterinaria e zootecnia usp,fmvz usp,usp
faculdade de odontolgia de piracicaba,fop,unicamp pi
faculdade de odontologia,fousp,usp
faculdade de odontologia,ufrn,ufrn
faculdade de odontologia,usp,usp
faculdade de odontologia campus de aracatuba,unesp aracatuba,unesp arac
faculdade de odontologia da puc rs,pucrs,puc rs
faculdade de medicina veterinaria e zootecnia fmvz,fmvz,invalid
faculdade de medicina veterinaria e zootecnia fmvz unesp,fmvz unesp,unesp bot
faculdade de medicina veterinaria e zootecnia fmvz unesp,fmvzunesp,unesp bot
faculdade de medicina veterinaria e zootecnia fmvz usp,fmvzusp,usp
faculdade de medicina veterinaria e zootecnia unesp,fmvz unesp,unesp bot
faculdade de medicina veterinaria e zootecnia unesp botuc,unesp,unesp bot
fac de filosofia ciencias e letras de ribeirao preto usp,fffclrpusp,usp
faculdade de medicina veterinaria e zootecnia usp,fmvzusp,usp
faculdade de medicina veterinaria e zootecnia usp,usp,usp
faculdade de medicina veterinaria e zootecniabotucatu,fmvzunesp,unesp bot
faculdade de medicina veterinaria e zootecnica,fmvzusp,usp
faculdade de medicina veterinaria e zootecnicausp,usp,usp
faculdade de medicina veterinaria zootecnia,fmvz usp,usp
faculdade de medicinaribeirao preto,usp,usp rp
faculdade de medicinaunesp botucatu sp,fmb,unesp bot
faculdade de medicinauniversidade de sao paulo,usp,usp
faculdade de medicina usp,usp rp,usp rp
faculdade de medicina usp ribeirao preto,fmrp usp,usp rp
educacao fisica,unicamp,unicamp
empresa brasileira de pesquisa agropecuaria,embrapa,embrapa
ecausp,ecausp,usp
ecausp,usp,usp
ecole centrale paris,ecp,franca
ecole de hautes etudes commerciales,hec,franca
ecole des hautes etudes en sciences sociales,ehese,franca
ecole des hautes etudes en sciences sociales ehess franca,ehess,franca
ecole nationale du genie rural des aux et forets,engref,franca
ecole pratique des hautes etudes parissorbonne,ephe,franca
ecologia de ecossitemas aquaticos continentais,uem,uem
educacao especial,ufscar,ufscar
embrapa meio ambiente,embrapacnpma,embrapa
eerp usp,eerp usp,usp rp
eerpusp,eerpusp,usp rp
eerpusp,eeusp,usp rp
eerpusp,usp,usp rp
eerrp,eerp usp,usp rp
dsfds,fgf,invalid
eaesp da fundacao getulio vargas sao paulo,fgv,fgv sp
eaesp fgv,fgv,fgv sp
eaesp fgv sp,eaesp fgv,fgv sp
eaesp fgvsp brasil,eaesp fgvsp,fgv sp
eaesp fundacao getulio vargas,eaesp fgv,fgv sp
eaesp fundacao getulio vargas,fgv eaesp,fgv sp
eesc usp,usp,usp sc
engenharia de alimentos ciencia dos alimentos,unicamp,unicamp
engenharia de producao,ufsc,ufsc
engenharia de producao e sistemas,ufsc,ufsc
engenharia de sistemas de computacao,coppe ufrj,ufrj
engenharia eletrica de sao carlos,eesc,usp sc
engenharia nuclear,usp,usp cena
ensp fiocruz,ensp,fiocruz
ensp fundacao oswaldo cruz,ensp,fiocruz
enspfiocruz,ensp fiocruz,fiocruz
epge escola brasileira de economia e financas,fgvepge,fgv rj
epm universidade federal de sao paulo,epm,unifesp
eesc universidade de sao paulo,eescusp,usp sc
eaesp fundacao getulio vargas,fgveaesp,fgv sp
eesc usp,usp rp,usp sc
eeusp sp,eeusp sp,usp sc
efei,efei,unifei
efeimg,efeimg,unifei
embrapa agrobiologia,embrapacnpab,embrapa
embrapa arroz e feijao,embrapacnpaf,embrapa
embrapa clima temperado,emprapa,embrapa
embrapa gado de leite,embrapacnpgl,embrapa
embrapa instrumentacao,embrapa cnpdia,embrapa
departamento de zoologia ib universidade de sao paulo,ibusp,usp
departamento de engenharia mecanica,usp,usp
departamento de engenharia metalurgica e materiais,usp,usp
departamento de engenharia quimica,usp,usp
departamento de fisica,ufmg,ufmg
departamento de fisica,ufpe,ufpe
departamento de geografia,ufrj,ufrj
departamento de horticultura e silvicultura,ufrgs,ufrgs
departamento de microbiologia e imunologia e parasitologia,ip,ip
departamento de quimica,ufsc,ufsc
departamento de quimica,ufscar,ufscar
departamento de quimica ufscar,ufscar,ufscar
departamento de quimica universidade estadual de maringa,uem,uem
departamento de engenharia mecanica,ufsc,ufsc
departo de politica cientifica e tecnologica da unicamp,ig dpctunicamp,unicamp
depto de botanica da universidade de sao paulo,ib usp,usp
cotutela ufrgs e universidade de paderborn alemanha,ufrgs,ufrgs
cpda ufrrj,cpda,ufrrj
cranfield institute,cranfield,reino unido
cranfield institute of technology,cit,reino unido
cristiano aguiar de oliveira,ufrgs,ufrgs
curso de posgraduacao em engenharia metalurgica e dos mater,ufrgs,ufrgs
de medicina de ribeirao preto fmrpusp,fmrpusp,usp rp
dep clinica medica fac medicina univ fed minas gerais,dcm fm ufmg,ufmg
departamento de antropologia social,fflchusp,usp
doutorado em biologia biociencias nucleares,uerj,uerj
eaespfaculdade getulio vargas,eaespfgv,fgv sp
eaespfgv sp,eaespfgv sp,fgv sp
eaespfundacao getulio vargas,eaespfgv,fgv sp
eaespfundacao getulio vargas,fgveaesp,fgv sp
eca universidade de sao paulo,eca usp,usp
eca universidade de sao paulo,usp,usp
eca usp,usp,usp
ecauniversidade de sao paulo,ecausp,usp
depto de ecologia,usp,usp
depto engenharia quimica da epusp,usp,usp
dfqiq ufrj,ufrj,ufrj
direitos fundamentais e inclusao social pela ite bauru,ite,ite
engenharia de alimentos,unicamp,unicamp
doutorado em ciencia economica,unicamp,unicamp
doutorado em ciencias contabeis,usp,usp
doutorado em educacao,ufrn,ufrn
doutorado em energia na agricultura,unesp bot,unesp bot
doutorado em engenharia mecanica,ufsc,ufsc
doutorado em geociencias,usp,usp
doutorado em metalogenese e geoquimica,unicamp,unicamp
doutorado em planejamento energetico enfase planej amb,ppe coppe ufrj,ufrj
doutorado em saude publica,usp,usp
doutorado em servico social,uerj,uerj
doutorado interinstitucional ufsc ufpb,ufsc ufpb,ufsc/ufpb
escola de agronomia luiza de queiroz,esalq,usp esalq
escola de comunicacoes e artes da usp,eca usp,usp
escola de comunicacoes e artes usp,eca usp,usp
escola de economia de sao paulo,eesp fgv,fgv sp
escola de economia de sao paulo da fundacao getulio vargas,eesp fgv,fgv sp
escola de educacao fisica esporte universidade de sao paulo,eefe usp,usp
escola de efermagem de ribeirao preto usp,eerp usp,usp rp
escola de administracao de empresas de sao paulo sp,fgv,fgv sp
escola de administracao de sao paulo,easpfgv,fgv sp
escola de agricultura luiz de queiroz,esalq usp,usp esalq
escola de agricultura luiz de queiroz usp,esalq usp,usp esalq
escola de agronomia da universidade federal de vicosa,ufv,ufv
escola de agronomia luiz de queiroz,esalq,usp esalq
escola de comunicacoes e artes da usp,eca,usp
escola de agronomia ujsp,esalq usp,usp esalq
escola de ciomunicacao e arte universidade de sao paulo,eca usp,usp
escola de comando e estado maior do exercito,eceme,eceme
escola de comnicacao,eco,usp
escola de comunicacao artes universidade de sao paulo,eca usp,usp
escola de comunicacao de universidade de sao paulo,ecausp,usp
escola de comunicacao e arte da universidade de sao paulo,usp,usp
escola de comunicacao e artes,eca usp,usp
escola de adm de empresas de sao paulo fgv,eaesp fgv,fgv sp
escola de administracao da universidade federal da bahia,ea ufba,ufba
escola de enfermagem da universidade de sao paulo usp,usp,usp
escola de enf ribeirao preto da universidade de sao paulo,eerp usp,usp rp
escola de enfer ribeirao preto da universidade de sao paulo,eerpusp,usp rp
escola de enfermagem,usp,usp
escola de enfermagem anna nery,eeanufrj,ufrj
escola de enfermagem anna nery,ufrj,ufrj
escola de enfermagem anna nery ufrj,eean ufrj,ufrj
escola de enfermagem anna neryufrj,eean ufrj,ufrj
escola de enfermagem da univ spaulo usp sp,eeuspsp,usp
escola de enfermagem da universidade de sao paulo,eeusp,usp
escola de enfermagem da universidade de sao paulo,usp,usp
escola de enfermagem da universidade de sao paulo em rp,eeusp,usp rp
escola de enfermagem da universidade de sao paulo sao paulo,uspsp,usp
escola de administracao de empresas,eaespfgv sp,fgv sp
escola de enfermagem da universidade de sao pauloeeusp,eeusp,usp
escola de enfermagem da usp,ee usp,usp
escola de comunicacao e artes da universidade de sao paulo,eca usp,usp
escola de comunicacao e artes da universidade de sao paulo,ecausp,usp
escola de comunicacao e artes da universidade de saop paulo,ecausp,usp
escola de comunicacao e artes da usp,eca usp,usp
escola de comunicacao e artes universi dade de sao paulo,usp,usp
escola de comunicacoes e artes,ecausp,usp
escola de comunicacoes e artes,usp,usp
escola de comunicacoes e artes da universidade de sao paulo,eca usp,usp
escola de comunicacoes e artes da universidade de sao paulo,ecausp,usp
esalq usp,esalq usp,usp esalq
escola bahiana de medicina e saude publica,ebmed,ebmsp
escola brasileira de administracao publica da fgv,ebapefgv,fgv rj
escola brasileira de administracao publica e de empresas,ebape,fgv rj
epusp,epusp,usp
epusp,invalid,usp
esalq,esalq,usp esalq
esalq,esalqusp,usp esalq
esalq,usp,usp esalq
esalq universidade de sao paulo,esalq,usp esalq
esalq universidade de sao paulo,usp,usp esalq
esalq usp,esalq,usp esalq
escola anna nery universidade federal rio janeiro,ean ufrj,ufrj
esalq usp,usp,usp esalq
esalq usp piracicaba,esalqusp,usp esalq
esalquniversidade de sao paulo,usp,usp esalq
esc estad sup agric luiz de queiroz,esalqusp,usp esalq
esc nac de saude pub fund oswaldo cruz,ensp fiocruz,fiocruz
esc sup agr luiz de queiroz,esalq usp,usp esalq
esc sup agric luiz de queiroz,esalqusp,usp esalq
empresa brasileira de pesquisa agropecuaria florestas,embrpa floresta,embrapa
empresa de pesquisa agropecuaria de minas gerais,epamig,epamig
enfermegem psiquiatrica,usprp,usp rp
escola de administracao de empresas de sao paulo fgv,eaesp fgv,fgv sp
escola de administracao de empresas,fgv eaesp,fgv sp
escola de administracao de empresas de sao paulo,eaesp,fgv sp
escola de administracao de empresas de sao paulo,eaesp fgv,fgv sp
escola de administracao de empresas de sao paulo,eaespfgv,fgv sp
escola de administracao de empresas de sao paulo,fgv eaesp,fgv sp
escola de administracao de empresas de sao paulo,fvg eaesp,fgv sp
escola de administracao de empresas de sao paulo da fgv,easpfgv,fgv sp
escola de administracao de empresas de sao paulo da fgv,fgv,fgv sp
escola de administracao de empresas de sao paulo da fgv,fgveaesp,fgv sp
escola de administracao de empresas de sao paulo eaesp fgv,fgv,fgv sp
escola de administracao de empresas de sao paulo easpfgv,easpfgv,fgv sp
escola de administracao de empresas de sao paulo fgv,eaesp,fgv sp
departamento de bioquimica,usp rib preto,usp rp
esc sup agricultura luiz de queiroz,esalq usp,usp esalq
esc sup de agric luiz de queiroz,esalq usp,usp esalq
esc sup de agric luiz de queiroz,esaq usp,usp esalq
esc sup de agricultura luis de queiroz,esalq usp,usp esalq
esc sup de agricultura luiz de queiroz,esalq usp,usp esalq
esc superior de agricultura luiz de queiroz,esalq usp,usp esalq
esc superior de agricultura luiz de queiroz,esalqusp,usp esalq
esc superior de agricultura luiz de queiroz,usp esalq,usp esalq
esccola superior de agricultura luiz de queiroz,esalq usp,usp esalq
escola administracao de empresas de sao paulofgv,eaesp,fgv sp
escola ana neri,ufrj,ufrj
centro de energia nuclear na agricultura univ de sao paulo,cena usp,usp cena
centro de pesquisas aggeu magalhaes,cpqam,fiocruz cpqam
centro de pesquisas aggeu magalhaes fiocruz,cpqam ensp fioc,fiocruz cpqam
centro de pesquisas aggeu magalhaes fundacao oswaldo cruz,cpqamfiocruz,fiocruz cpqam
centro de pesquisas goncalo moniz fio cruz,cpgmfiocruz,fiocruz cpqgm
centro de pesquisas goncalo moniz fiocruz bahia,cpqgm,fiocruz cpqgm
centro de pesquisas goncalo muniz fiocruz ba,cpqgm,fiocruz cpqgm
centro de pesquisas odontologicas sao leopoldomandic,slmandic,slmandic
centro de pesquisas rene rachou,cpqrr fiocruz,fiocruz cpqrr
centro de energia nuclear na agricultura cena,esalq usp,usp cena
centro de energia nuclear na agricultura cena esalqusp,usp,usp cena
centro de energia nuclear na agricultura cena usp,usp,usp cena
centro de pesquisa rene rachou fiocruz,cpqrr fiocruz,fiocruz cpqrr
centro de energia nuclear na agricultura univ de sao paulo,usp cena,usp cena
centro de energia nuclear na agricultura usp,cena usp,usp cena
centro de energia nuclear na agricultura usp,cenausp,usp cena
centro de energia nuclear na agricultura usp piracicaba,usp,usp cena
centro de energia nuclear na agriculturausp,cenausp,usp cena
centro de engenharia nuclear na agriculturausp,cenausp,usp cena
centro de estudos do instituto de psiquiatria do hospital das clinicas da faculdade de medicina da universidade de sao p,ceip,usp
centro de estudos do instituto de psiquiatria do hospital das clinicas da faculdade de medicina da universidade de sao paulo,ceip,usp
centro de estudos superiores da companhia de jesus,ces,faje
centro de estudos superiores de maceio,cesmac,cesmac
centro de geociencias da ufpa,ufpa,ufpa
centro universitario de bauru,ceub,ite
centro de pesquisas rene rachou fundacao oswaldo cruz,fiocruz,fiocruz cpqrr
centro de preservacao cultural da universidade de sao paulo,cpcsp,usp
centro de preservacao cultural da universidade de sao paulo,cpcusp,usp
centro de tecnologia minera,cetem,cetem
centro federal de educacao tecn do ceara,cefet ce,cefet ce
centro federal de educacao tecn do parana,cefet pr,cefet pr
centro federal de educacao tecnologica celso suckow da fonseca,cefetrj,cefet rj
centro de pesquisa aggeu magalhaes,cpqam,fiocruz cpqam
centro federal de educacao tecnologica do parana,cefet,cefet pr
centro federal de educacao tecnologica do parana,cefetpr,cefet pr
centro nacional de pesquisa em energia e materiais,cnpem,cnpem
centro pesquisa e posgradsobre america latina e o caribe,ceppac,unb
centro de pesquisa aggeu magalhaes,cpqam fiocruz,fiocruz cpqam
centro de pesquisa aggeu magalhaes fiocruz,cpqam ensp fioc,fiocruz cpqam
centro de pesquisa posgradsobre america latina e caribe,ceppac,unb
centro de pesquisa rene rachou,cpqrr,fiocruz cpqrr
botanica,usp,usp
centro brasileiro de pesquisas fisicas,cbpf cnpq,cbpf
centro brasileiro de pesquisas fisicas cbpf,cbpf,cbpf
centro brasileiro pesquisas fisicas,cbpf,cbpf
centro de aquicultura,caunesp,unesp jab
centro de aquicultura,unesp,unesp jab
centro de aquicultura da unesp,caunesp,unesp jab
antropolgia social,ppgas mn ufrj,ufrj
area de obstetricia e ginecologia,mgo,invalid
araraquara,unesp,unesp arar
boston university,bu,estados unidos
boston university,ub,estados unidos
centro brasileiro de pesquisas fisicas,cbfp,cbpf
botucatu,unesp,unesp
brandenburgische technische universitat cottbus,btuc,alemanha
casa de oswaldo cruz,fiocruz,fiocruz
catholic universty leuven belgica,leuven,belgica
cbpf,cbpf,cbpf
cbpf,ies,cbpf
cbpf centro brasileiro de pesquisas fisicas,cbpf,cbpf
cedeplar ufmg,cedeplar,ufmg
cena,usp,usp cena
cena universidade de sao paulo usp,uspcena,usp cena
cena usp,cena usp,usp cena
centro de energia nuclear na agricultura,cena,usp cena
centro de aquicultura da unesp,unesp,unesp jab
centro de aquicultura da unesp campus jaboticabal,caunesp,unesp jab
centro de aquicultura da unesp jaboticabal,caunesp,unesp jab
centro de aquicultura da universidade estadual paulista,caunesp,unesp jab
centro de aquiculturauniversidade estadual paulista,caunesp unesp,unesp jab
centro de biotecnologia da amazonia,cba,cba
centro de ciencias biologicas e da saude sao carlos,ufscar,ufscar
centro de desenvolvimento e planejamento regional ufmg,cedeplar ufmg,ufmg
centro de desenvolvimento sustentavel,cds,unb
centro de educacao profissional,cefores,uftm
centro de energia nuclear n agricultura,cena,usp cena
centro de energia nuclear na agricultura,cena usp,usp cena
centro de energia nuclear na agricultura,usp,usp cena
centro de energia nuclear na agricultura,usp cena,usp cena
centro bras de pesquisa fisica,cbpf,cbpf
centro bras de pesquisas fisicas,cbpf,cbpf
centro bras pesq fisicas,cbpf,cbpf
centro brasileiro de analise e planejamento,cebrap,cebrap
centro brasileiro de pesquisa fisica,cbpf,cbpf
centro brasileiro de pesquisa fisica,cbpf rj,cbpf
centro brasileiro de pesquisas em fisica,cbpf,cbpf
centro brasileiro de pesquisas fisica,cbpf,cbpf
coordenadoria de controle de doencas sec estsaude sp,ccdses sp,ccd ses
coodenacao dos programas de posgraduacao em engenharia,coppe,ufrj
coord de programas de posgraduacao em engenharia,coppe,ufrj
coord de programas de posgraduacao em engenharia,coppeufrj,ufrj
coordenacao de programas de posgraduacao em engenharia,coppe ufrj,ufrj
coordenacao dos programas de posgraduacao,coppe ufrj,ufrj
coordenacao dos programas de posgraduacao de engenharia,coppe ufrj,ufrj
coordenacao dos programas de posgraduacao de engenharia,ufrj,ufrj
coordenacao dos programas de posgraduacao em engenharia,coppe,ufrj
coordenacao dos programas de posgraduacao em engenharia,peq coppe,ufrj
coordenacao programas de posgraduacao de engenharia,coppe ufrj,ufrj
coordenad institutos de pesq da secret da saude de sp,cipsessp,cip ses
convenio unicamp ufsm,unicamp,unicamp/ufsm
ciencias socias area sociologia da cultura,unicamp sp,unicamp
ciencias veterinarias,ufrrj,ufrrj
cinemateca brasileira,cb,cb
cirugia,ufmg,ufmg
cirurgia,ufmg,ufmg
clinica medica,ufrj,ufrj
clinica medica,usp,usp
cnpgl,embrapa,embrapa
cnrs cerses,cnrs cerses,franca
colegio pedro ii,cpii,cpii
college of agriculture and veterinary medicine of nihon univ,cavmnu,japao
coppe ufrj,coppe ufrj,ufrj
departamento de bioquimica e imunologia,ufmg,ufmg
departamento de cirurgia faculdade de ciencias medicas,fcm,fcmscsp
departamento de enfermagem,ufsc,ufsc
departamento de engenharia de construcao civil,poliusp,usp
departamento de engenharia de materiais,ufscar,ufscar
departamento de engenharia eletronica,usp,usp
coordenadoria de recursos humanos da sec est da saude de sp,crh sessp,crh ses
coordprogrde posgrad em engenharia da ufrj,coppe ufrj,ufrj
copi programa de engenharia de sistemas e computacao,ufrj,ufrj
coppe,coppe,ufrj
coppe pec,ufrj,ufrj
coppe ufrj,coppe,ufrj
colorado school of mines,csm,estados unidos
coppe ufrj,invalid,ufrj
coppe ufrj,ufrj,ufrj
coppe univ federal do rio de janeiro,coppe ufrj,ufrj
coppe universidade federal do rio de janeiro,coope,ufrj
coppe universidade federal do rio de janeiro,coppe ufrj,ufrj
coppe universidade federal do rio de janeiro,ufrj,ufrj
coppeufrj,coppeufrj,ufrj
cornell university,cornell,estados unidos
cornell university,cu,estados unidos
comunicacao e semiotica,pucsp,puc sp
convenio inpa fua,inpa ua,inpa
centro universitario de volta redonda,unifoa,unifoa
centro universitario belas artes de sao paulo,febasp,febasp
centro universitario catolico salesiano auxilium,unisalesia,unisal
centro universitario claretiano,ceuclar,ceuclar
centro universitario das faculdades associadas de ensino fae,unifaesp,unifae sp
colorado state university,csu,estados unidos
columbia university,cunyc,estados unidos
comissao nacional de energia nuclear,c n e n,cnen
comissao nacional de energia nuclear,cnen,cnen
centro universitario nilton lins,uninilton,uninilton
centro universitario padre albino,unifipa,unifipa
centro universitario sao camilo,cuscsp,cusc
escola de enegenharia de sao carlos usp,usp,usp sc
centro universitario serra dos orgaos,unifeso,unifeso
centro universitario sete de setembro,uni7,uni7
centro universitario vila velha,uvv,uvv
cepam,ufrgs,ufrgs
ciencia de alimentos,fea unicamp,unicamp
ciencias biologicas,ufmg,ufmg
ciencias geodesicas,ufpr,ufpr
centro universitario de belo horizonte,unibh,unibh
escola superior agricultura luiz de queiroz usp,usp esalq,usp esalq
escola superior de agricultura luiz de queiroz,esalq,usp esalq
escola superior de agricultura luiz de queiroz,esalq usp,usp esalq
escola sup de agricultura luiz de queiroz,esalq usp,usp esalq
escola sup de agricultura luiz de queiroz,usp esalq,usp esalq
escola sup de agricultura luiz de queiroz univde sao paulo,esalq usp,usp esalq
escola supde agricultura luiz de queiroz,esalq usp,usp esalq
escola supeior de agricultura luiz de queiroz,esalq usp,usp esalq
escola supeior de agricultura luiz de queiroz usp,esalq usp,usp esalq
escola supeiror de agricultura luiz de queiroz,usp,usp esalq
escola superior agricultura luiz de queiroz,esalq usp,usp esalq
escola superior agricultura luiz de queiroz,usp,usp esalq
escola superior de agricultura luiz de queiroz,esal usp,usp esalq
escola superior de agicultura luiz de queiroz,esalq,usp esalq
escola superior de agricultura lqueiroz,esalq,usp esalq
escola superior de agricultura luis de queiroz,esalq,usp esalq
escola superior de agricultura luis de queiroz,esalq usp,usp esalq
escola superior de agricultura luis de queiroz,usp,usp esalq
escola politecnica universidade de sao paulo,usp,usp
escola politecnica unviversidade de sao paulo,epusp,usp
escola politecnica usp,ep usp,usp
escola politecnica usp,epusp,usp
escola politecnica usp,pcc usp,usp
escola politecnica usp,poli,usp
escola superior de agricultura luis de queiroz usp,esalq usp,usp esalq
escola superior de agricultura luiz de queiroz,usp,usp esalq
escola superior de agricultura luiz de queiroz,usp esalq,usp esalq
escola superior de agricultura luiz de queiroz,uspesalq,usp esalq
escola superior de agricultura luiz de queiroz da usp,esalq,usp esalq
escola superior de agricultura luiz de queiroz esalq,esalq,usp esalq
escola superior de agricultura luiz de queiroz esalq,usp,usp esalq
